Column1,player,position,foot,league,Squad_Rnk,nationality,value,age,height,pens_made,pens_att,cards_yellow,cards_red,minutes_90s,npxg_per_shot,npxg_net,assisted_shots,crosses_into_penalty_area,through_balls,crosses,throw_ins,sca,sca_dribbles,sca_shots,sca_fouled,gca_shots,gca_fouled,gca_og_for,fouls,fouled,offsides,interceptions,clearances,errors,carry_progressive_distance,own_goals,pens_won,pens_conceded,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,shots_total_per90,shots_on_target_per90,sca_per90,gca_per90,aerials_won,aerials_lost,aerials_won_pct,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_long,passes_long,passes_pct_long,passes_into_final_third,passes_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,passes_pressure,passes_switches,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca_passes_live,sca_passes_dead,gca_passes_live,gca_passes_dead,blocked_passes,passes_received,passes_received_pct,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribble_tackles_pct,gca_dribbles,dribbles_vs,dribbled_past,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,jerarquico,aglo,dbs
1977,Jordan Pickford,0,3,3,12,1,28000000,25,185,0,0,2,0,38.0,0.0,0.0,1,0,1,0,0,6,0,0,0,0,0,0,1,8,0,0,1,1,2090,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0,0,0.0,895,1373,65.2,31615,21723,152,152,100.0,378,854,44.3,49,4,1,956,417,144,137,67,540,75,758,865,236,0,179,5,59,5,1,3,3,0,0,0,634,99.7,0,0,0,0,0,0,0,0,0,0,0.0,0,5,5,0,1,0.0,0,8,3,37.5,8,0,0,0,0,0,1456,1266,1438,19,0,0,1042,4,0,0
2288,Matz Sels,0,1,1,10,0,6500000,27,188,0,0,0,0,27.0,0.0,0.0,1,0,1,0,0,4,0,0,0,0,0,0,1,5,0,0,1,0,1098,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.15,0.0,0,0,0.0,575,849,67.7,21204,14612,64,64,100.0,292,565,51.7,10,0,0,582,267,64,99,29,347,54,448,52,619,0,127,2,22,3,1,3,1,0,0,0,377,98.7,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,905,819,904,1,0,0,642,4,0,0
1725,BenoĂ®t Mukinayi,1,3,1,9,1,25000000,18,194,0,0,0,0,15.7,0.06,-0.6,3,0,0,0,5,5,0,1,0,0,0,0,19,13,0,19,83,1,2637,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,0.64,0.19,0.32,0.0,53,26,67.1,807,928,87.0,17237,5764,246,269,91.4,144,193,74.6,62,2,66,904,24,19,139,36,676,126,126,710,153,38,0,3,17,12,15,4,0,0,0,15,694,98.0,0,0,0,0,22,12,15,6,1,5,38.5,0,13,8,5,7,71.4,6,124,44,35.5,64,53,7,26,11,1,1084,122,488,632,38,15,1063,4,0,0
1893,Leandro Paredes,3,1,1,1,0,20000000,25,180,0,0,2,0,9.0,0.03,-0.5,3,0,1,3,5,21,1,1,1,0,0,0,20,13,0,10,13,1,1934,1,0,0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,1.99,0.55,2.32,0.22,7,4,63.6,856,913,93.8,16287,4826,368,380,96.8,126,154,81.8,96,6,84,889,24,19,103,31,737,99,77,58,822,20,2,3,15,8,4,17,0,2,0,12,821,98.4,0,0,0,0,27,17,9,14,4,16,45.7,0,35,19,13,14,92.9,13,139,37,26.6,41,82,16,14,2,0,1002,29,220,718,129,1,979,4,0,0
1909,Mateo PavloviÄ‡,1,1,1,11,0,1000000,29,194,0,0,3,0,9.0,0.08,-0.6,0,0,0,0,0,4,0,1,0,0,0,0,11,3,0,7,52,2,536,0,0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.78,0.33,0.44,0.11,39,12,76.5,299,335,89.3,6839,1763,73,81,90.1,59,71,83.1,12,0,13,329,6,6,44,16,239,58,38,38,252,29,1,0,2,1,3,3,0,1,0,2,265,95.0,0,0,0,0,6,3,4,2,0,3,33.3,0,9,6,0,0,0.0,0,59,14,23.7,41,13,5,3,1,0,414,57,232,184,18,11,408,4,0,0
2114,Mihailo RistiÄ‡,1,3,1,8,0,2000000,23,180,0,0,1,0,9.0,0.04,-0.3,11,9,0,19,51,19,1,2,0,0,0,0,15,5,1,2,13,0,1079,0,0,0,0.0,0.22,0.22,0.0,0.22,0.04,0.05,0.08,0.04,0.08,0.89,0.11,2.11,0.22,12,14,46.2,281,375,74.9,5404,1958,122,148,82.4,47,71,66.2,17,10,26,319,56,5,73,15,213,74,88,249,63,6,0,0,8,10,23,15,0,2,0,12,286,78.4,0,0,0,0,19,8,13,6,0,7,36.8,0,19,12,6,12,50.0,6,157,31,19.7,43,72,42,15,3,0,468,22,112,243,139,12,413,4,0,0
384,Gianluigi Buffon,0,1,5,1,1,1000000,41,192,0,0,0,0,9.0,0.0,0.0,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,250,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.22,0.0,0,0,0.0,195,212,92.0,4527,2506,58,58,100.0,50,66,75.8,1,0,0,145,67,10,17,2,159,14,39,20,148,0,40,0,2,0,1,2,0,0,0,0,96,98.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,228,201,225,3,0,0,162,4,0,0
375,Jeffrey Bruma,1,1,5,7,0,3000000,27,189,0,0,1,0,9.0,0.14,-1.2,0,0,0,0,0,1,0,1,0,0,0,0,15,4,1,8,76,0,722,0,0,1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,1.0,0.22,0.11,0.0,28,10,73.7,268,306,87.6,5979,1590,64,72,88.9,45,61,73.8,5,0,14,287,19,19,44,3,231,37,38,44,227,25,1,1,5,0,2,0,0,0,0,9,211,98.6,0,0,0,0,7,3,4,3,0,5,33.3,0,15,10,2,3,66.7,2,93,28,30.1,59,34,0,13,4,0,425,59,252,188,12,9,408,4,0,0
368,Dylan Bronn,1,1,1,15,0,4000000,24,186,0,0,0,0,9.0,0.02,0.0,0,0,0,0,2,1,0,0,0,0,0,0,4,5,0,6,69,0,439,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.11,0.11,0.0,12,10,54.5,239,293,81.6,6350,1772,37,43,86.0,79,115,68.7,12,0,9,280,13,11,33,19,190,29,74,29,245,13,2,0,8,2,3,1,0,0,0,3,235,99.6,0,0,0,0,11,7,8,3,0,5,55.6,0,9,4,1,2,50.0,1,76,33,43.4,53,22,1,13,10,0,395,66,254,153,6,3,383,4,0,0
2390,Benjamin Stambouli,1,1,5,12,0,9000000,28,180,0,0,2,0,9.0,0.0,0.0,0,0,1,1,0,2,0,0,0,0,0,0,9,4,0,17,45,0,1184,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,11,10,52.4,368,460,80.0,8561,3004,70,77,90.9,75,125,60.0,31,2,35,448,12,12,68,10,316,39,105,92,349,13,2,3,12,7,8,2,0,0,0,12,338,99.4,0,0,0,0,28,21,13,12,3,9,37.5,0,24,15,4,5,80.0,4,131,49,37.4,72,54,5,20,8,0,557,70,302,293,12,0,547,4,0,0
2187,Frederik RĂ¸nnow,0,1,5,9,0,3500000,26,190,0,0,0,0,9.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,576,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,241,344,70.1,8172,6022,42,42,100.0,108,210,51.4,12,2,1,264,80,18,48,4,138,16,190,30,256,1,38,0,6,0,0,0,0,0,0,0,187,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0.0,0,2,0,0.0,2,0,0,0,0,0,373,321,370,3,0,0,294,4,0,0
400,Erick Cabaco,1,1,3,12,0,4000000,24,185,0,0,4,0,9.0,0.05,-0.2,2,0,1,0,0,6,0,0,0,0,0,0,7,7,0,11,74,0,651,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,0.44,0.0,0.67,0.0,20,17,54.1,275,349,78.8,6649,2638,70,78,89.7,75,125,60.0,15,1,22,328,21,21,51,27,198,51,100,27,294,21,1,1,11,7,1,4,2,0,0,7,249,98.0,0,0,0,0,14,10,12,2,0,4,57.1,0,7,3,4,5,80.0,4,51,21,41.2,40,10,1,15,8,0,469,114,282,193,12,4,450,4,0,0
1416,Matthijs de Ligt,1,1,5,1,0,67000000,19,189,0,0,5,0,27.2,0.15,1.4,3,0,1,1,3,9,0,0,1,0,1,0,29,18,0,14,142,3,2894,0,1,3,0.15,0.0,0.15,0.15,0.15,0.1,0.01,0.11,0.1,0.11,0.66,0.33,0.33,0.07,69,39,63.9,1394,1525,91.4,29594,7983,384,403,95.3,251,291,86.3,80,1,54,1487,38,35,158,52,1251,118,156,256,1166,58,6,3,13,7,13,8,0,1,0,24,1239,98.6,0,0,0,0,40,27,26,12,2,14,48.3,0,29,15,1,1,100.0,1,216,72,33.3,122,86,8,51,27,1,1796,240,804,1031,51,22,1760,4,0,0
2597,Jan Vertonghen,1,3,3,6,0,14000000,32,189,0,0,2,0,18.3,0.07,0.7,3,0,0,10,65,8,0,0,0,0,0,0,7,17,0,22,116,0,2044,0,0,1,0.05,0.05,0.11,0.05,0.11,0.02,0.05,0.07,0.02,0.07,0.22,0.11,0.44,0.05,59,25,70.2,930,1112,83.6,19299,5954,297,327,90.8,143,226,63.3,55,0,50,1009,103,38,166,28,764,147,201,726,249,47,1,1,9,13,23,7,1,1,0,20,819,98.3,0,0,0,0,31,21,17,13,1,10,50.0,0,20,10,2,5,40.0,2,154,51,33.1,98,49,7,30,10,0,1327,166,622,687,83,6,1227,4,0,0
303,Birkir Bjarnason,3,1,5,19,0,80000,31,184,0,0,1,0,8.9,0.07,-0.6,4,1,0,10,3,14,0,2,1,1,0,0,16,18,1,6,5,0,759,0,0,0,0.0,0.11,0.11,0.0,0.11,0.07,0.05,0.12,0.07,0.12,1.02,0.34,1.58,0.34,9,5,64.3,205,268,76.5,3814,870,96,109,88.1,29,50,58.0,20,3,20,254,14,7,58,10,165,44,59,54,194,7,1,2,6,2,10,11,0,2,0,7,231,88.2,1,1,0,0,10,5,2,7,1,2,10.0,0,20,18,2,6,33.3,3,142,21,14.8,49,67,26,10,3,0,333,10,71,208,90,13,323,4,0,0
917,Eric GarcĂ­a,1,1,3,2,0,6000000,18,183,0,0,1,0,8.8,0.26,-0.5,2,1,0,1,1,3,0,0,0,0,0,0,9,2,0,10,46,1,1459,0,0,0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,0.23,0.11,0.34,0.0,10,12,45.5,672,705,95.3,13839,3727,207,217,95.4,92,99,92.9,42,1,40,698,7,6,50,17,641,29,35,63,625,11,1,1,3,2,4,3,0,0,0,8,637,98.8,0,0,0,0,12,4,8,3,1,6,54.5,0,11,5,7,7,100.0,7,74,20,27.0,44,25,5,8,0,0,785,61,326,488,18,3,778,4,0,0
2121,Roberto,0,1,3,16,1,800,33,192,0,0,1,0,8.8,0.02,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,275,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0,0,0.0,122,238,51.3,6545,5534,11,11,100.0,94,209,45.0,10,1,0,127,111,42,9,10,31,5,202,4,201,0,9,0,15,0,1,1,0,0,0,0,76,100.0,0,0,0,0,1,1,1,0,0,1,100.0,0,1,0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,269,240,267,1,1,1,161,4,0,0
92,Miguel Ăngel Guerrero,5,1,3,18,1,1000000,29,180,0,1,0,0,8.8,0.13,-0.7,8,0,1,2,0,18,1,0,3,0,1,0,16,8,3,1,5,0,241,0,0,0,0.11,0.0,0.11,0.11,0.11,0.27,0.07,0.34,0.19,0.25,1.48,0.46,2.05,0.23,21,43,32.8,149,201,74.1,2142,370,84,108,77.8,9,17,52.9,9,3,14,184,17,0,42,2,101,59,41,25,126,27,6,1,8,2,6,14,0,1,0,5,211,54.1,0,0,0,0,1,1,0,1,0,0,0.0,0,6,6,11,16,68.8,12,129,28,21.7,2,77,50,5,0,0,276,4,14,160,111,24,258,4,0,0
1618,Biagio Meccariello,1,1,5,18,1,55000,28,187,0,0,2,0,8.5,0.04,0.8,5,2,0,7,34,13,0,0,0,0,0,0,7,3,1,10,27,0,810,0,0,0,0.12,0.0,0.12,0.12,0.12,0.03,0.02,0.04,0.03,0.04,0.59,0.23,1.52,0.23,12,18,40.0,348,410,84.9,7152,2662,111,124,89.5,57,83,68.7,15,2,20,366,44,9,44,18,267,69,74,49,300,19,2,0,3,5,6,10,1,2,0,15,292,93.9,1,0,0,0,23,15,15,7,1,10,28.6,0,35,25,6,8,75.0,6,112,40,35.7,68,38,6,19,4,0,490,59,251,200,64,11,448,4,0,0
1925,Peter PekarĂ­k,1,1,5,10,0,800,32,177,0,0,2,0,8.5,0.03,-0.1,6,6,1,16,72,14,0,2,1,1,1,0,7,6,0,7,24,1,854,0,1,0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,0.47,0.0,1.64,0.35,13,9,59.1,351,434,80.9,6992,2233,124,138,89.9,46,80,57.5,16,10,29,357,77,4,51,17,220,100,114,24,304,20,5,1,5,4,12,10,1,1,0,19,297,89.2,1,0,1,0,14,5,6,5,3,8,38.1,0,21,13,7,11,63.6,8,92,21,22.8,49,28,15,24,5,0,524,33,194,221,134,9,449,4,0,0
2106,JaĂŻro Riedewald,1,3,3,14,0,4500000,22,182,0,0,0,0,8.5,0.02,0.0,2,1,0,6,65,5,0,0,0,0,0,0,3,2,0,11,17,0,577,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,0.35,0.0,0.59,0.0,6,2,75.0,301,400,75.3,5020,2282,150,170,88.2,24,54,44.4,32,6,31,324,76,11,58,6,226,72,102,281,27,23,0,1,7,11,3,5,0,0,0,11,253,90.4,0,0,0,0,15,12,5,8,2,8,61.5,0,13,5,11,15,73.3,11,118,40,33.9,50,52,16,13,2,0,482,35,148,257,101,8,408,4,0,0
2670,Harry Wilson,3,3,3,18,0,17000000,22,173,0,0,2,0,18.3,0.08,2.5,15,2,7,21,9,44,1,2,7,1,1,0,12,41,1,7,21,0,1762,0,0,2,0.38,0.0,0.38,0.38,0.38,0.25,0.09,0.34,0.25,0.34,2.95,1.04,2.41,0.16,10,19,34.5,454,609,74.5,8884,2082,207,243,85.2,72,116,62.1,37,27,59,552,57,10,134,30,368,119,122,511,61,20,3,0,11,17,34,30,3,1,0,35,539,81.1,20,12,0,1,25,11,7,12,6,13,36.1,0,36,23,20,38,52.6,23,410,95,23.2,135,192,83,38,3,0,857,26,126,380,401,59,795,4,0,0
73,Ibrahim Amadou,3,1,3,18,0,5000000,26,183,0,0,2,0,8.6,0.09,-0.4,1,1,0,3,1,2,0,0,0,0,0,0,15,6,0,5,8,0,489,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.47,0.0,0.23,0.0,20,17,54.1,231,292,79.1,3864,785,116,139,83.5,17,29,58.6,17,1,14,290,2,1,64,6,186,64,42,28,235,10,1,0,8,7,11,2,0,0,0,7,217,86.8,0,0,0,0,16,9,7,9,0,3,30.0,0,10,7,3,4,75.0,3,161,42,26.1,53,90,18,7,0,0,343,7,71,225,67,6,341,4,0,0
1568,Emiliano MartĂ­nez,0,1,3,8,0,2000000,26,195,0,0,2,0,8.6,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,303,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,212,293,72.4,5765,3162,44,44,100.0,57,134,42.5,6,0,0,211,82,21,30,7,171,10,112,33,190,1,46,0,14,0,1,0,0,0,0,0,135,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,308,275,308,0,0,0,226,4,0,0
1301,Youssouf KonĂ©,1,3,1,7,0,6000000,24,174,0,0,1,1,9.1,0.01,0.0,10,2,0,20,77,16,1,0,0,0,0,0,4,6,0,6,22,0,1617,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.0,0.08,0.33,0.0,1.76,0.0,6,6,50.0,561,648,86.6,10575,3344,217,234,92.7,65,103,63.1,27,5,49,563,85,8,76,23,432,107,109,490,61,16,2,0,6,9,10,14,1,0,0,7,512,96.8,0,0,0,0,24,15,18,5,1,11,55.0,0,20,9,17,26,65.4,19,81,23,28.4,57,17,7,8,1,0,730,27,207,431,140,1,648,4,0,0
893,Christian Fuchs,1,3,3,5,0,1000000,33,187,0,0,0,0,8.6,0.03,-0.2,2,1,1,11,74,7,0,0,0,0,0,0,3,0,1,14,39,1,853,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,0.58,0.12,0.82,0.35,22,17,56.4,510,630,81.0,9904,3727,200,222,90.1,71,135,52.6,41,5,35,544,86,12,87,17,389,122,119,457,60,25,1,1,12,11,12,7,0,3,0,26,465,96.5,0,0,0,0,15,9,8,7,0,8,34.8,0,23,15,4,7,57.1,4,144,45,31.3,88,51,5,29,3,0,735,29,276,376,111,2,648,4,0,0
430,VĂ­ctor Camarasa,3,1,3,16,1,4000000,25,183,0,0,1,0,14.4,0.04,-0.3,14,2,2,13,1,24,1,0,1,0,0,0,14,15,2,10,18,0,976,0,0,0,0.0,0.07,0.07,0.0,0.07,0.02,0.11,0.13,0.02,0.13,0.56,0.14,1.67,0.14,12,15,44.4,430,533,80.7,8342,1719,187,222,84.2,60,94,63.8,36,12,36,491,42,24,121,26,359,77,97,53,448,21,1,1,14,8,11,17,4,0,2,13,432,84.4,11,4,4,1,17,14,8,8,1,6,31.6,0,19,13,16,29,55.2,16,254,65,25.6,59,163,32,16,3,0,662,24,113,413,171,11,624,4,0,0
1462,Dejan Lovren,1,1,3,1,0,16000000,30,188,0,0,1,0,8.6,0.06,-0.3,1,0,1,0,1,5,0,0,0,0,0,0,4,8,0,8,81,1,1420,0,0,0,0.0,0.12,0.12,0.0,0.12,0.03,0.04,0.07,0.03,0.07,0.58,0.12,0.58,0.23,39,21,65.0,530,603,87.9,11989,3514,141,152,92.8,108,150,72.0,43,4,34,587,16,15,64,16,411,80,112,114,433,41,1,0,12,3,5,5,0,2,0,7,486,99.4,0,0,0,0,16,9,12,4,0,7,53.8,0,13,6,1,1,100.0,1,80,22,27.5,56,22,2,13,6,0,730,75,354,407,22,13,715,4,0,0
2096,Baptiste Reynet,0,1,1,20,1,2000000,28,185,0,0,1,0,22.6,0.0,0.0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,1,1517,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,1,0,100.0,517,845,61.2,18591,12946,51,52,98.1,264,588,44.9,19,0,1,543,302,75,82,30,290,43,512,73,626,0,80,3,34,1,1,3,2,0,0,0,353,99.7,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2,0,0,0.0,0,5,1,20.0,5,0,0,0,0,0,912,739,896,24,3,1,612,4,0,0
1671,Juan Miranda,1,3,5,12,0,4000000,19,185,0,0,2,0,8.7,0.03,-0.1,12,7,0,22,74,19,0,0,2,0,0,0,11,17,1,4,32,0,714,1,0,1,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.11,0.02,0.11,0.58,0.12,2.19,0.12,9,21,30.0,298,400,74.5,5606,2849,127,149,85.2,44,83,53.0,23,13,44,310,90,16,44,9,161,101,138,283,17,23,0,0,7,7,7,14,2,0,0,22,261,89.1,0,0,0,0,15,7,8,7,0,7,36.8,0,19,12,3,8,37.5,3,155,45,29.0,80,56,19,28,6,0,510,39,165,225,142,6,424,4,0,0
826,Ljubomir Fejsa,3,1,3,16,0,2000000,30,183,0,0,2,0,8.7,0.01,0.0,1,0,0,0,1,3,0,0,0,0,0,0,24,7,0,4,15,0,132,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.34,0.0,20,9,69.0,234,290,80.7,4376,942,98,109,89.9,30,43,69.8,18,0,18,288,2,1,63,3,174,55,61,29,220,20,2,1,3,4,8,2,1,0,0,8,178,90.8,0,0,0,0,27,17,13,14,0,7,25.9,0,27,20,3,4,75.0,4,213,55,25.8,76,125,12,9,1,0,357,24,110,219,36,0,355,4,0,0
2459,Cristian Tello,3,5,3,15,1,4000000,27,178,0,0,1,0,8.7,0.09,0.4,7,1,0,15,13,20,1,1,0,0,0,0,8,4,0,5,3,0,1436,0,0,0,0.23,0.0,0.23,0.23,0.23,0.19,0.03,0.22,0.19,0.22,2.17,0.69,2.29,0.0,3,6,33.3,285,377,75.6,5128,1284,133,163,81.6,34,57,59.6,9,7,34,346,31,3,56,16,260,59,58,70,278,11,2,0,8,11,16,16,2,0,0,7,331,85.8,15,7,3,1,10,7,3,4,3,4,36.4,0,11,7,12,19,63.2,12,102,28,27.5,31,42,29,7,0,0,453,7,60,171,252,31,420,4,0,0
785,Sergio Escudero,1,3,3,4,1,4000000,29,176,0,0,2,0,8.6,0.09,0.2,6,4,1,18,84,12,2,1,0,1,0,0,11,8,0,6,36,0,1043,0,0,1,0.12,0.0,0.12,0.12,0.12,0.09,0.06,0.15,0.09,0.15,0.93,0.7,1.4,0.12,21,16,56.8,475,592,80.2,8427,3453,210,236,89.0,45,87,51.7,31,9,37,492,100,16,70,12,335,131,126,421,42,32,2,6,14,4,14,9,0,0,0,18,418,92.5,0,0,0,0,26,13,15,10,1,13,59.1,0,22,9,7,11,63.6,8,123,38,30.9,51,55,17,19,1,0,707,29,236,350,150,12,610,4,0,0
2055,Predrag RajkoviÄ‡,0,1,1,6,0,9000000,23,192,0,0,1,0,27.0,0.0,0.0,1,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,1,2052,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0,0,0.0,736,998,73.7,21527,11088,74,74,100.0,255,516,49.4,15,1,2,708,290,88,79,28,544,54,400,130,702,1,120,2,22,2,3,1,1,0,0,0,499,100.0,0,0,0,0,1,1,1,0,0,0,0.0,0,1,1,0,0,0.0,0,2,2,100.0,2,0,0,0,0,0,1067,831,1054,27,0,0,783,4,0,0
2653,Danny Welbeck,5,1,3,19,1,5000000,28,185,0,0,0,0,9.1,0.16,-1.3,3,0,0,2,2,9,2,0,1,0,1,0,8,10,2,2,6,0,672,0,1,0,0.22,0.0,0.22,0.22,0.22,0.36,0.02,0.38,0.36,0.38,2.3,0.99,0.99,0.11,23,23,50.0,131,168,78.0,1791,447,82,98,83.7,4,7,57.1,10,4,13,160,8,0,44,1,113,31,24,8,128,11,2,0,1,2,6,6,0,0,0,10,198,55.9,1,0,1,0,10,9,4,5,1,1,9.1,0,11,10,9,19,47.4,9,168,52,31.0,33,77,58,12,2,0,282,5,33,110,158,48,274,4,0,0
1346,Alban Lafont,0,1,1,13,1,11000000,20,196,0,0,3,0,27.0,0.0,0.0,2,1,0,1,0,4,0,0,0,0,0,0,3,2,0,0,1,0,906,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0,0,0.0,551,884,62.3,17995,12597,90,90,100.0,222,548,40.5,13,1,0,619,265,78,72,20,359,37,488,35,680,0,131,4,13,0,6,2,2,0,0,0,407,99.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7,1,14.3,7,0,0,0,0,0,957,793,951,6,1,0,696,4,0,0
1846,Willi Orban,1,1,5,3,0,16000000,26,186,0,0,0,0,9.5,0.09,0.4,3,0,0,0,0,13,0,1,0,0,0,0,6,11,2,9,77,1,1289,0,0,0,0.11,0.0,0.11,0.11,0.11,0.07,0.01,0.07,0.07,0.07,0.74,0.32,1.37,0.0,39,19,67.2,509,570,89.3,10119,4152,164,173,94.8,59,83,71.1,39,0,44,542,28,28,70,7,407,85,78,121,398,32,3,0,5,4,7,10,0,0,0,10,442,95.3,0,0,0,0,22,16,14,8,0,10,47.6,0,21,11,3,4,75.0,4,98,40,40.8,61,35,2,17,7,0,715,96,385,337,25,7,687,4,0,0
2713,Christoph Zimmermann,1,1,3,20,0,2000000,26,194,0,0,3,0,15.9,0.05,-0.3,1,0,0,0,3,4,0,0,0,0,0,0,9,9,0,9,123,1,1944,0,0,2,0.0,0.06,0.06,0.0,0.06,0.02,0.01,0.02,0.02,0.02,0.38,0.06,0.25,0.0,39,12,76.5,492,609,80.8,10846,3773,139,149,93.3,99,172,57.6,23,1,29,588,21,18,124,16,372,80,157,77,484,31,2,0,14,5,8,1,0,0,0,10,453,99.3,0,0,0,0,31,21,23,7,1,16,64.0,0,25,9,4,6,66.7,4,123,38,30.9,92,30,1,33,23,1,826,183,550,321,20,7,807,4,0,0
2146,AgustĂ­n Rogel,1,1,1,20,0,1000000,21,190,0,0,0,0,9.5,0.11,-0.3,2,0,0,0,1,2,0,0,0,0,0,0,5,3,0,1,50,1,783,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,0.31,0.0,0.21,0.0,21,15,58.3,295,338,87.3,5956,1981,90,97,92.8,38,64,59.4,13,0,14,326,12,11,41,4,262,31,45,55,257,14,0,0,6,1,2,2,0,0,0,12,273,95.8,0,0,0,0,11,7,7,4,0,4,36.4,0,11,7,1,1,100.0,1,80,22,27.5,57,21,2,21,9,0,428,65,265,187,12,8,416,4,0,0
1861,Alexandre Oukidja,0,1,1,15,0,1000000,31,184,0,0,3,0,26.5,0.0,0.0,3,0,0,0,0,7,0,0,0,0,0,0,1,8,0,0,2,1,1421,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.04,0,0,0.0,454,887,51.2,18898,14010,30,31,96.8,277,704,39.3,23,1,0,572,315,106,50,28,201,61,625,38,635,2,113,0,38,3,1,5,2,0,1,0,285,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,2,2,100.0,2,6,0,0.0,6,0,0,0,0,0,966,819,962,4,1,0,654,4,0,0
