Column1,player,position,foot,league,Squad_Rnk,nationality,value,age,height,pens_made,pens_att,cards_yellow,cards_red,minutes_90s,npxg_per_shot,npxg_net,assisted_shots,crosses_into_penalty_area,through_balls,crosses,throw_ins,sca,sca_dribbles,sca_shots,sca_fouled,gca_shots,gca_fouled,gca_og_for,fouls,fouled,offsides,interceptions,clearances,errors,carry_progressive_distance,own_goals,pens_won,pens_conceded,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,shots_total_per90,shots_on_target_per90,sca_per90,gca_per90,aerials_won,aerials_lost,aerials_won_pct,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_long,passes_long,passes_pct_long,passes_into_final_third,passes_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,passes_pressure,passes_switches,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca_passes_live,sca_passes_dead,gca_passes_live,gca_passes_dead,blocked_passes,passes_received,passes_received_pct,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribble_tackles_pct,gca_dribbles,dribbles_vs,dribbled_past,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,jerarquico,aglo,dbs
305,Ludovic Blas,5,3,1,13,1,8000000,21,180,0,0,0,0,20.5,0.06,2.4,24,2,3,12,4,58,6,1,5,0,1,0,26,27,1,12,13,0,3047,0,0,0,0.24,0.05,0.29,0.24,0.29,0.13,0.11,0.23,0.13,0.23,2.24,0.98,2.83,0.2,20,39,33.9,540,676,79.9,10016,2376,254,296,85.8,73,105,69.5,50,19,67,649,27,6,164,21,478,86,112,538,90,26,0,2,8,16,23,45,0,3,0,29,711,77.2,3,2,1,0,28,15,11,14,3,6,18.2,0,33,27,52,93,55.9,60,582,122,21.0,92,322,168,31,2,0,978,7,118,551,410,53,954,3,3,0
1420,Lucas Lima,5,3,1,13,0,5000000,27,179,0,0,0,0,3.0,0.06,-0.1,5,2,1,12,15,9,0,0,0,0,0,0,6,6,0,0,1,0,511,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14,0.67,0.33,3.0,0.0,2,4,33.3,121,180,67.2,2282,856,55,63,87.3,16,44,36.4,12,4,14,143,37,8,13,12,97,29,54,151,7,5,0,2,4,5,8,5,4,0,0,2,124,87.3,14,2,11,0,5,4,2,3,0,0,0.0,0,2,2,2,3,66.7,2,53,10,18.9,13,33,7,2,0,0,201,5,48,87,82,2,164,3,3,0
1219,Juanmi,5,1,3,15,1,3000000,26,172,0,0,2,1,2.9,0.19,-0.3,1,1,0,2,2,3,0,0,0,0,0,0,2,1,2,0,2,0,152,0,0,0,0.34,0.0,0.34,0.34,0.34,0.45,0.05,0.49,0.45,0.49,2.39,1.02,1.02,0.34,4,3,57.1,46,57,80.7,623,132,32,36,88.9,4,6,66.7,1,2,2,54,3,1,14,2,35,14,8,6,46,0,2,0,0,1,2,2,0,0,0,2,60,69.0,0,0,0,0,5,4,1,3,1,1,33.3,0,3,2,1,2,50.0,1,49,13,26.5,7,34,8,2,0,0,84,1,7,43,40,11,82,3,3,0
60,Rachid Alioui,5,1,1,11,0,4000000,27,186,0,0,1,0,17.4,0.09,0.7,18,1,1,14,2,39,4,3,2,0,0,0,24,34,5,4,10,0,1066,0,0,0,0.35,0.06,0.4,0.35,0.4,0.31,0.08,0.39,0.31,0.39,3.34,1.21,2.25,0.12,43,63,40.6,342,467,73.2,5013,717,204,264,77.3,19,30,63.3,22,9,24,430,37,3,116,7,300,90,77,97,301,28,7,0,7,19,21,30,0,2,0,4,496,58.3,1,1,0,0,13,11,2,8,3,4,30.8,0,13,9,23,30,76.7,25,373,84,22.5,10,213,150,4,0,0,656,14,38,312,335,79,610,3,3,0
1128,Suk Hyun-jun,5,1,1,6,0,1400000,28,190,0,0,3,0,2.9,0.09,-0.1,3,1,0,1,0,4,0,0,0,0,0,0,16,4,2,1,2,0,223,0,0,0,0.34,0.34,0.69,0.34,0.69,0.38,0.18,0.57,0.38,0.57,4.12,1.03,1.37,0.34,29,27,51.8,28,57,49.1,349,132,17,28,60.7,0,2,0.0,1,2,5,56,1,0,33,0,19,18,20,2,24,3,3,2,2,1,6,4,0,1,0,3,76,42.7,0,0,0,0,4,4,1,2,1,1,50.0,0,2,1,1,5,20.0,1,47,21,44.7,6,16,25,4,1,0,105,5,9,38,61,21,104,3,3,0
557,Benjamin Corgnet,3,1,1,10,1,40000,32,179,0,0,0,0,2.9,0.16,-0.6,0,0,1,8,1,2,0,0,0,0,0,0,3,3,0,1,2,1,182,0,0,0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,1.38,0.34,0.69,0.0,10,12,45.5,45,80,56.3,728,269,26,35,74.3,5,15,33.3,8,1,8,74,6,0,24,3,38,25,17,8,53,8,0,0,1,1,5,1,0,0,0,2,76,68.5,2,2,0,0,4,3,3,0,1,1,25.0,0,4,3,1,5,20.0,2,49,9,18.4,7,29,13,2,0,0,105,2,10,58,41,8,99,3,3,0
1221,Hamed Junior TraorĂ¨,3,5,5,8,0,13000000,19,177,0,0,3,0,17.4,0.11,-0.8,30,1,7,22,7,66,3,4,3,0,0,0,27,23,6,10,8,0,2868,0,0,0,0.23,0.06,0.29,0.23,0.29,0.27,0.13,0.4,0.27,0.4,2.58,1.32,3.78,0.34,7,15,31.8,631,813,77.6,10358,2841,338,389,86.9,57,132,43.2,54,26,68,723,90,17,175,32,594,107,112,125,659,16,4,3,15,19,29,41,12,6,0,23,750,83.1,66,29,21,7,32,14,12,13,7,7,23.3,0,30,23,26,36,72.2,26,294,74,25.2,58,138,98,25,2,0,1032,11,118,481,521,67,943,3,3,0
282,Federico Bernardeschi,3,3,5,1,1,28000000,25,183,0,0,6,0,17.5,0.09,-3.6,33,3,2,28,10,62,3,4,5,0,0,0,31,24,5,6,12,0,2248,0,0,0,0.06,0.06,0.11,0.06,0.11,0.27,0.2,0.46,0.27,0.46,2.92,0.52,3.55,0.06,6,5,54.5,560,684,81.9,9307,2235,308,339,90.9,65,99,65.7,38,23,54,634,50,16,120,28,501,93,90,629,28,9,4,1,9,11,23,42,8,1,0,21,689,81.4,23,2,12,5,14,7,5,3,6,4,16.7,0,24,20,26,43,60.5,26,313,73,23.3,49,132,132,22,1,0,901,18,93,400,483,63,854,3,3,0
296,Cristiano Biraghi,1,3,5,2,1,9000000,26,185,0,0,3,0,17.5,0.1,1.0,33,22,0,83,145,57,3,0,3,0,0,0,22,22,3,7,39,0,1663,0,0,0,0.11,0.34,0.46,0.11,0.46,0.05,0.2,0.25,0.05,0.25,0.57,0.34,3.26,0.69,4,14,22.2,646,901,71.7,11791,4758,293,328,89.3,79,176,44.9,31,32,59,698,203,21,106,30,425,202,274,596,138,20,1,8,15,18,48,38,13,10,1,44,655,90.5,37,15,7,4,28,14,13,10,5,10,37.0,1,27,17,8,19,42.1,10,230,53,23.0,79,95,56,51,7,0,1086,60,277,420,438,26,884,3,3,0
2071,Giacomo Raspadori,3,5,5,8,1,62500,19,172,0,0,0,0,2.9,0.17,0.2,5,1,0,1,0,12,1,0,0,0,0,0,2,6,1,1,0,0,371,0,0,0,0.68,0.0,0.68,0.68,0.68,0.62,0.06,0.68,0.62,0.68,3.75,1.7,4.09,0.0,0,8,0.0,94,115,81.7,1496,199,51,58,87.9,8,11,72.7,8,2,4,112,3,0,19,4,97,10,8,36,76,3,0,0,1,1,6,11,0,0,0,2,127,78.9,1,0,1,0,10,8,5,2,3,0,0.0,0,3,3,5,8,62.5,5,51,16,31.4,14,25,12,2,0,0,161,0,22,71,80,16,158,3,3,0
1311,Efthimis Koulouris,5,1,1,20,0,2000000,23,186,0,0,1,0,17.1,0.11,-0.6,18,3,0,13,2,32,0,1,2,0,0,0,15,14,5,4,9,0,763,0,0,0,0.23,0.12,0.35,0.23,0.35,0.27,0.07,0.34,0.27,0.34,2.34,0.88,1.87,0.23,30,72,29.4,362,496,73.0,5120,776,213,265,80.4,18,32,56.3,16,9,20,464,32,0,116,5,314,111,71,81,348,37,8,2,12,19,23,28,0,4,0,10,505,60.9,0,0,0,0,10,6,5,4,1,3,20.0,0,15,12,10,19,52.6,10,219,48,21.9,24,114,81,15,5,0,670,19,65,332,296,68,638,3,3,0
403,Manuel Cabit,1,3,1,15,0,65000,26,180,0,0,2,0,3.0,0.0,0.0,2,2,0,9,42,6,0,0,1,0,0,0,6,9,0,6,3,1,311,0,0,1,0.0,0.33,0.33,0.0,0.33,0.0,0.26,0.26,0.0,0.26,0.0,0.0,2.0,0.33,0,2,0.0,104,155,67.1,1778,746,49,52,94.2,8,27,29.6,5,3,8,109,46,4,21,1,76,33,46,79,26,7,1,0,1,2,7,5,0,1,0,5,85,92.4,0,0,0,0,5,3,3,2,0,3,37.5,0,8,5,2,2,100.0,2,67,16,23.9,32,29,6,5,0,0,181,14,68,75,49,0,136,3,3,0
1096,Gonzalo HiguaĂ­n,5,1,5,1,0,25000000,31,184,0,0,2,0,20.7,0.13,-1.5,38,1,3,10,1,93,13,7,3,0,0,0,18,16,12,2,14,0,1579,0,0,0,0.39,0.19,0.58,0.39,0.58,0.46,0.21,0.66,0.46,0.66,3.62,1.54,4.49,0.24,7,15,31.8,539,647,83.3,9845,1249,241,277,87.0,78,96,81.3,38,19,48,614,33,0,131,23,429,133,85,81,550,8,6,0,7,14,21,69,0,4,0,17,690,69.6,0,0,0,0,11,8,2,4,5,3,9.4,1,32,29,28,41,68.3,31,300,72,24.0,18,113,169,19,2,0,855,16,49,401,460,129,822,3,3,0
988,Leon Goretzka,3,1,5,1,1,40000000,24,189,0,0,2,0,16.8,0.13,0.9,19,1,2,6,2,56,4,3,3,2,2,0,25,24,0,19,10,0,2247,0,2,0,0.36,0.3,0.65,0.36,0.65,0.3,0.18,0.48,0.3,0.48,2.32,0.89,3.33,0.89,27,27,50.0,799,924,86.5,14795,2976,336,376,89.4,109,129,84.5,74,24,77,909,15,6,157,19,684,143,97,53,802,38,9,4,13,15,22,46,0,11,0,18,803,87.1,0,0,0,0,29,21,8,16,5,6,15.4,0,39,33,20,29,69.0,20,280,86,30.7,42,153,85,21,3,0,1092,19,173,697,292,46,1077,3,3,0
2129,RubĂ©n Rochina,3,3,3,12,1,3000000,28,182,0,0,5,0,20.8,0.05,2.4,24,10,9,36,16,59,2,4,5,1,1,0,29,47,2,13,29,0,2394,0,1,0,0.24,0.14,0.38,0.24,0.38,0.13,0.13,0.25,0.13,0.25,2.83,0.67,2.83,0.34,19,20,48.7,700,967,72.4,14542,4760,326,377,86.5,144,285,50.5,101,24,95,868,99,29,161,64,529,168,270,798,107,25,8,10,33,10,24,42,3,5,0,27,889,86.9,26,17,4,0,44,25,25,11,8,19,40.4,0,47,28,42,65,64.6,46,334,89,26.6,99,157,78,27,0,0,1281,37,258,694,403,26,1188,3,3,0
1839,Kenneth Omeruo,1,1,3,18,0,2000000,25,185,0,0,5,0,20.8,0.13,0.5,5,1,0,3,2,7,0,0,0,0,0,0,15,7,0,19,184,1,579,0,0,1,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.04,0.03,0.04,0.19,0.05,0.34,0.0,72,31,69.9,445,601,74.0,11005,3878,107,133,80.5,136,216,63.0,34,1,26,583,18,16,91,35,303,106,192,92,398,73,2,5,29,7,7,6,1,0,0,25,343,97.7,0,0,0,0,34,24,26,8,0,6,60.0,0,10,4,3,3,100.0,3,141,55,39.0,100,39,2,39,14,0,884,134,500,390,20,11,867,3,3,0
2717,Joshua Zirkzee,5,1,5,1,0,6000000,18,193,0,0,0,0,3.3,0.17,2.1,1,0,1,2,0,5,0,1,0,1,0,0,2,2,2,0,0,0,152,0,0,0,1.21,0.0,1.21,1.21,1.21,0.57,0.01,0.58,0.57,0.58,3.33,1.82,1.52,0.61,3,6,33.3,67,88,76.1,833,151,42,54,77.8,0,1,0.0,3,4,8,87,1,0,19,0,59,21,8,21,58,5,1,0,1,1,4,4,0,1,0,4,88,66.7,0,0,0,0,5,2,0,2,3,1,20.0,0,5,4,1,1,100.0,1,84,24,28.6,1,27,56,6,2,0,124,1,3,52,74,23,123,3,3,0
1518,Streli Mamba,5,1,5,18,1,1000000,25,174,0,0,5,0,16.9,0.18,0.4,8,0,1,4,4,26,4,1,4,1,0,0,36,28,11,6,8,0,1276,0,1,0,0.3,0.12,0.41,0.3,0.41,0.27,0.08,0.35,0.27,0.35,1.48,0.59,1.54,0.18,17,27,38.6,212,276,76.8,3088,459,122,151,80.8,11,17,64.7,12,1,9,243,33,0,94,1,191,51,34,30,211,10,8,1,9,7,8,15,0,2,0,11,299,52.1,0,0,0,0,15,11,2,7,6,5,38.5,0,13,8,16,29,55.2,18,446,105,23.5,20,211,215,15,4,0,466,8,50,253,196,55,433,3,3,0
2515,Cenk Tosun,5,1,3,12,0,12000000,28,183,0,0,0,0,3.2,0.07,0.3,4,0,0,2,0,7,1,0,0,0,0,0,4,4,1,0,1,0,81,0,0,0,0.31,0.0,0.31,0.31,0.31,0.23,0.03,0.26,0.23,0.26,3.4,0.93,2.16,0.0,7,15,31.8,42,62,67.7,569,120,27,35,77.1,2,8,25.0,2,3,5,61,1,0,19,3,28,21,13,17,34,6,3,0,2,2,5,6,0,0,0,1,73,54.9,0,0,0,0,2,0,0,0,2,0,0.0,0,2,2,1,5,20.0,1,54,16,29.6,1,21,32,2,1,0,96,1,6,29,65,25,95,3,3,0
2162,Roberto Rosales,1,1,3,18,0,1000000,30,174,0,0,7,0,20.8,0.04,-0.4,23,9,0,55,207,44,1,2,0,0,0,0,33,7,2,10,58,0,1263,0,0,0,0.0,0.05,0.05,0.0,0.05,0.02,0.1,0.12,0.02,0.12,0.43,0.05,2.12,0.19,24,42,36.4,634,920,68.9,11645,5208,292,339,86.1,82,211,38.9,40,17,61,695,225,10,110,43,362,233,325,156,481,55,5,6,28,8,37,29,12,4,0,35,543,85.0,8,0,5,0,39,23,23,14,2,22,48.9,0,45,23,11,18,61.1,12,236,72,30.5,91,96,49,38,3,0,1114,58,275,476,400,20,888,3,3,0
1997,Daniel Podence,5,1,3,7,0,12000000,23,165,0,0,0,0,3.2,0.16,-0.6,5,0,1,5,0,11,1,1,2,0,1,0,5,9,3,0,3,0,570,0,1,0,0.31,0.0,0.31,0.31,0.31,0.49,0.13,0.62,0.49,0.62,3.11,1.25,3.43,0.62,0,7,0.0,74,105,70.5,1110,232,40,51,78.4,4,12,33.3,3,3,8,102,3,0,18,0,75,13,17,12,90,3,0,1,3,2,3,7,0,0,0,4,117,73.6,2,0,1,0,2,2,1,0,1,0,0.0,1,3,3,9,13,69.2,10,43,13,30.2,8,20,15,5,1,0,153,2,15,69,84,16,150,3,3,0
968,Benjamin Goller,5,1,5,16,1,72500,20,180,0,0,0,0,3.2,0.07,-0.1,2,0,0,2,2,5,0,0,0,0,0,0,4,5,0,0,2,0,441,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.07,0.05,0.07,0.62,0.0,1.56,0.31,3,7,30.0,58,87,66.7,741,184,40,50,80.0,3,11,27.3,3,0,3,83,4,0,23,0,51,19,17,6,72,4,0,2,2,2,7,5,0,1,0,3,94,69.6,0,0,0,0,9,6,3,4,2,4,36.4,0,11,7,13,24,54.2,15,108,20,18.5,28,48,32,3,0,0,138,1,22,58,69,13,134,3,3,0
2543,Georgi Tunjov,3,3,5,20,0,35000,18,186,0,0,0,0,3.2,0.07,-0.4,3,0,0,3,0,5,0,0,1,0,0,0,8,3,0,2,1,0,168,0,0,0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,1.9,0.0,1.58,0.0,5,5,50.0,77,107,72.0,1253,454,41,50,82.0,9,19,47.4,8,0,9,95,12,6,17,4,66,11,30,70,27,5,0,0,4,1,5,0,4,0,0,3,91,77.1,6,0,3,3,8,7,6,2,0,1,8.3,0,12,11,3,5,60.0,3,71,22,31.0,16,31,24,4,1,0,144,2,39,61,49,4,130,3,3,0
1479,Romelu Lukaku,5,3,5,2,0,68000000,26,191,6,6,2,0,33.1,0.16,1.5,54,2,9,31,0,102,10,7,1,2,0,0,47,20,23,2,26,0,2285,0,0,0,0.69,0.06,0.76,0.51,0.57,0.61,0.16,0.76,0.47,0.63,2.87,1.24,3.08,0.36,83,73,53.2,580,809,71.7,8147,1579,359,449,80.0,38,54,70.4,39,28,64,769,40,0,321,19,476,210,123,435,234,38,37,6,9,15,32,83,0,9,0,9,932,58.5,0,0,0,0,11,4,3,7,1,3,30.0,1,10,7,24,40,60.0,26,257,60,23.3,14,98,145,18,9,0,1179,30,56,522,654,228,1132,3,3,0
365,Jimmy Briand,5,1,1,12,1,1000000,33,183,1,1,1,0,16.9,0.18,1.2,15,0,3,2,3,28,1,1,3,0,0,0,8,24,9,4,15,0,475,0,0,0,0.41,0.06,0.47,0.35,0.41,0.33,0.06,0.39,0.28,0.35,1.59,0.59,1.65,0.12,26,67,28.0,274,343,79.9,3594,453,174,201,86.6,11,20,55.0,12,2,10,305,38,3,107,2,236,72,35,52,254,10,11,0,3,7,8,21,0,1,0,6,341,52.1,0,0,0,0,10,5,5,2,3,3,17.6,1,17,14,4,15,26.7,6,384,107,27.9,34,168,182,11,5,0,503,20,63,277,177,47,466,3,3,0
1529,Thomas Mangani,3,3,1,11,1,1000000,32,183,0,0,0,0,20.8,0.06,0.2,52,14,2,47,9,78,3,1,0,0,0,0,25,22,1,11,31,1,2426,0,0,0,0.1,0.1,0.19,0.1,0.19,0.09,0.17,0.26,0.09,0.26,1.44,0.29,3.75,0.1,18,27,40.0,1073,1366,78.6,19695,7316,507,569,89.1,146,285,51.2,94,35,135,1209,157,75,186,55,780,228,358,1101,205,33,6,2,17,19,25,50,24,1,1,26,1070,92.2,73,19,45,5,34,23,14,16,4,13,21.7,0,60,47,23,28,82.1,24,497,122,24.5,119,307,71,29,3,0,1560,34,304,923,437,35,1404,3,3,0
1678,Henrikh Mkhitaryan,3,5,5,5,0,20000000,30,177,0,0,5,0,17.0,0.15,2.4,26,2,3,18,11,70,4,3,6,0,0,0,17,26,1,9,10,0,2959,0,0,0,0.53,0.29,0.82,0.53,0.82,0.39,0.19,0.58,0.39,0.58,2.53,0.94,4.12,0.59,6,13,31.6,582,695,83.7,10244,2362,266,304,87.5,56,76,73.7,34,24,65,677,18,3,147,19,513,110,72,123,529,25,4,0,8,10,27,56,0,8,0,24,671,85.0,1,0,0,0,40,28,11,22,7,15,36.6,1,41,26,21,41,51.2,21,296,73,24.7,46,163,87,27,3,0,915,11,120,492,393,67,897,3,3,0
619,Kevin Danso,1,1,3,11,0,6000000,20,190,0,0,2,1,3.1,0.11,-0.1,1,1,0,6,33,3,0,0,0,0,0,0,4,2,0,2,15,0,325,0,0,0,0.0,0.32,0.32,0.0,0.32,0.04,0.06,0.1,0.04,0.1,0.32,0.0,0.97,0.32,11,10,52.4,115,159,72.3,2051,905,59,68,86.8,13,35,37.1,10,2,8,125,34,1,32,4,93,24,42,10,105,6,0,0,4,5,3,3,0,1,0,5,109,88.6,0,0,0,0,8,4,4,4,0,5,62.5,0,8,3,3,6,50.0,3,41,10,24.4,26,13,2,9,4,0,206,12,65,103,48,2,173,3,3,0
1707,Manu Morlanes,3,1,3,5,1,1000000,20,178,0,0,0,0,2.8,0.0,0.0,6,0,1,0,1,8,0,0,0,0,0,0,6,3,0,2,2,0,323,0,0,0,0.0,0.36,0.36,0.0,0.36,0.0,0.18,0.18,0.0,0.18,0.0,0.0,2.85,0.36,1,6,14.3,177,192,92.2,3360,991,66,68,97.1,18,24,75.0,21,5,19,184,8,6,28,4,147,25,20,25,159,4,2,0,1,2,2,8,0,1,0,1,158,95.8,1,1,0,0,6,5,4,2,0,2,33.3,0,6,4,3,3,100.0,3,66,17,25.8,21,38,7,1,0,0,207,4,39,144,39,1,199,3,3,0
992,Mario GĂ¶tze,5,1,5,2,1,10000000,27,176,1,1,0,0,5.8,0.16,0.9,12,3,3,10,5,18,1,1,1,0,0,0,5,11,5,2,1,0,516,0,0,0,0.52,0.0,0.52,0.35,0.35,0.32,0.25,0.57,0.19,0.44,1.21,0.52,3.11,0.0,2,9,18.2,238,283,84.1,3111,748,167,188,88.8,8,16,50.0,13,9,16,264,19,0,50,3,216,37,30,27,242,6,1,0,3,6,6,14,0,0,0,4,279,72.1,0,0,0,0,14,8,0,10,4,5,55.6,0,9,4,5,12,41.7,5,209,48,23.0,12,94,103,7,3,0,357,1,11,173,189,37,337,3,3,0
690,JavairĂ´ Dilrosun,3,3,5,10,0,14000000,21,175,0,0,2,0,14.5,0.1,2.0,13,5,0,34,6,26,6,0,2,0,0,0,6,19,3,19,5,0,2661,0,0,0,0.28,0.14,0.41,0.28,0.41,0.13,0.08,0.22,0.13,0.22,1.31,0.41,1.79,0.28,4,15,21.1,298,412,72.3,5142,1575,163,194,84.0,33,60,55.0,29,10,37,396,16,4,109,14,245,86,81,311,61,28,2,1,9,6,19,14,3,2,0,44,384,73.6,5,1,3,0,15,6,9,3,3,6,28.6,2,21,15,48,66,72.7,51,205,48,23.4,74,84,47,45,1,0,611,11,135,312,222,37,594,3,3,0
1211,Willian JosĂ©,5,1,3,6,0,24000000,27,189,0,0,4,0,22.3,0.18,0.6,18,0,1,10,0,46,3,5,3,1,0,0,27,25,15,1,14,0,810,0,0,0,0.49,0.04,0.54,0.49,0.54,0.47,0.08,0.54,0.47,0.54,2.6,0.85,2.06,0.22,27,40,40.3,406,565,71.9,6791,1146,222,281,79.0,47,76,61.8,28,14,30,521,44,1,139,19,339,140,86,47,466,21,18,3,13,14,30,34,0,2,0,10,580,61.3,0,0,0,0,3,3,0,3,0,0,0.0,1,7,7,9,19,47.4,10,188,66,35.1,6,70,112,16,6,0,764,18,48,410,340,100,719,3,3,0
1063,Kai Havertz,3,3,5,5,1,81000000,20,189,1,1,3,0,27.3,0.14,2.7,53,5,7,28,21,118,9,4,6,0,0,0,26,33,12,2,25,0,4736,0,0,0,0.44,0.22,0.66,0.4,0.62,0.33,0.23,0.56,0.31,0.53,2.13,0.92,4.33,0.51,43,62,41.0,1207,1416,85.2,18815,3725,681,755,90.2,81,106,76.4,101,37,106,1367,49,11,368,23,1045,223,148,1027,304,27,9,1,11,22,48,97,1,13,0,25,1521,74.3,7,0,2,1,26,20,4,14,8,8,19.5,1,41,33,59,115,51.3,64,335,103,30.7,45,147,143,27,2,0,1826,33,158,1060,759,149,1783,3,3,0
668,Federico Di Francesco,5,1,5,20,1,4000000,25,171,0,0,4,0,12.0,0.1,-0.4,17,2,1,22,4,41,4,2,6,0,1,0,19,30,4,4,3,0,1458,0,1,0,0.17,0.0,0.17,0.17,0.17,0.2,0.08,0.28,0.2,0.28,1.91,0.67,3.41,0.17,7,16,30.4,264,346,76.3,4256,1065,142,168,84.5,25,52,48.1,9,13,27,304,42,15,88,9,217,49,80,36,283,14,3,0,6,6,16,24,3,1,0,10,335,68.6,12,8,0,0,7,6,3,3,1,2,11.1,0,18,16,16,28,57.1,18,169,43,25.4,26,78,65,13,3,0,478,7,61,222,242,49,439,3,3,0
967,Edoardo Goldaniga,1,5,5,17,1,1000000,25,193,0,0,4,0,8.7,0.22,-0.1,4,3,0,10,14,9,0,1,0,0,0,0,14,21,0,11,38,1,1163,0,0,0,0.11,0.0,0.11,0.11,0.11,0.12,0.03,0.15,0.12,0.15,0.69,0.46,1.03,0.11,22,25,46.8,325,425,76.5,7503,3296,90,108,83.3,77,125,61.6,39,8,35,389,36,22,47,13,257,40,128,60,312,21,2,0,11,5,7,8,0,1,0,8,299,94.3,0,0,0,0,12,7,7,5,0,1,14.3,0,7,6,1,1,100.0,1,90,33,36.7,52,31,7,16,8,0,511,75,259,244,42,7,478,3,3,0
601,Marco D'Alessandro,3,1,5,20,1,1000000,28,173,0,0,0,1,8.7,0.09,1.5,14,3,0,23,8,21,2,0,1,0,0,0,3,9,1,5,7,0,1709,0,0,0,0.23,0.0,0.23,0.23,0.23,0.06,0.12,0.18,0.06,0.18,0.69,0.35,2.42,0.0,0,8,0.0,191,259,73.7,2862,827,112,131,85.5,10,23,43.5,8,10,20,250,9,0,43,8,174,43,42,33,212,5,1,0,6,3,17,18,0,0,0,12,254,84.7,1,0,0,0,19,9,6,7,6,3,27.3,0,11,8,18,27,66.7,18,136,39,28.7,44,52,40,12,0,0,352,9,69,145,177,25,343,3,3,0
1947,IĂ±igo PĂ©rez,3,3,3,10,1,47500,31,178,0,0,4,0,12.0,0.06,0.9,13,0,0,18,21,30,0,0,0,0,0,0,18,12,1,10,8,0,802,0,0,0,0.17,0.08,0.25,0.17,0.25,0.09,0.06,0.15,0.09,0.15,1.58,0.58,2.5,0.33,7,15,31.8,444,598,74.2,8208,2842,191,221,86.4,54,118,45.8,55,7,53,525,73,31,69,32,315,134,149,468,64,38,1,3,12,14,12,20,10,3,1,15,437,88.5,21,5,12,1,15,7,5,7,3,5,25.0,0,20,15,8,10,80.0,9,192,58,30.2,55,107,30,16,1,0,697,7,109,417,200,7,628,3,3,0
2565,Yan Valery,1,1,3,11,0,6000000,20,180,0,0,1,0,8.7,0.12,-0.4,2,1,0,8,94,7,1,0,0,0,0,0,7,8,3,11,40,2,804,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.13,0.04,0.13,0.35,0.23,0.81,0.0,21,19,52.5,198,318,62.3,3321,1248,100,122,82.0,14,53,26.4,6,2,15,222,96,2,65,7,121,84,113,14,181,15,1,0,20,7,16,5,1,0,0,17,180,74.1,0,0,0,0,21,13,12,6,3,5,25.0,0,20,15,12,25,48.0,13,171,49,28.7,85,51,35,19,2,0,455,29,139,189,151,10,361,3,3,0
1075,Rouwen Hennings,5,3,5,17,1,2000000,31,180,4,4,4,0,27.3,0.09,4.7,26,5,2,27,3,53,2,5,4,0,0,0,24,32,11,5,34,0,685,0,0,1,0.55,0.0,0.55,0.4,0.4,0.34,0.06,0.4,0.23,0.29,2.49,0.84,1.94,0.15,47,86,35.3,430,619,69.5,6969,1219,224,291,77.0,43,76,56.6,30,13,36,549,70,0,151,11,311,162,146,384,116,63,21,1,14,12,23,41,0,4,0,16,590,53.6,0,0,0,0,10,4,2,6,2,1,9.1,0,11,10,19,35,54.3,23,499,127,25.5,16,261,222,17,1,0,873,36,82,388,426,106,797,3,3,0
842,Carlos FernĂˇndez,5,3,3,7,1,3000000,23,185,1,1,8,0,24.5,0.18,1.0,17,2,2,13,3,47,4,6,5,1,3,0,60,45,8,12,32,0,1471,0,2,0,0.41,0.12,0.53,0.37,0.49,0.36,0.07,0.43,0.33,0.4,1.84,0.74,1.92,0.45,75,130,36.6,381,627,60.8,5946,1432,223,312,71.5,28,62,45.2,31,8,36,604,23,2,212,11,339,162,126,384,77,88,9,5,17,17,38,28,1,4,0,21,660,62.8,2,0,0,0,24,13,6,11,7,4,13.3,1,30,26,33,58,56.9,37,539,121,22.4,31,297,211,24,3,0,941,37,90,495,405,79,914,3,3,0
